scrap_email_ems.py ver 0.1.5 zf200410.1713
"URL","Nom","email"
"https://www.heviva.ch/institutions/detail/ems/chocolatiere-ems-la.html","CHOCOLATIERE, EMS La","sandrine.heuls@altage.ch"
"https://www.heviva.ch/institutions/detail/ems/cite-de-la-borde-lp-la.html","CITE DE LA BORDE, LP La","ems@fdorme.ch"
"https://www.heviva.ch/institutions/detail/ems/cite-lp-de-la-residence-la.html","CITE, LP de la Résidence La","fondation@fondationbeausejour.ch"
"https://www.heviva.ch/institutions/detail/ems/clair-vully-cat-de-lems.html","CLAIR VULLY, CAT de l'EMS","info@clairvully.ch"
"https://www.heviva.ch/institutions/detail/ems/clair-vully-cs-de-lems.html","CLAIR VULLY, CS de l'EMS","info@clairvully.ch"
"https://www.heviva.ch/institutions/detail/ems/clair-vully-ems.html","CLAIR VULLY, EMS","info@clairvully.ch"
"https://www.heviva.ch/institutions/detail/ems/clair-soleil-ems.html","CLAIR-SOLEIL, EMS","ems.clairsoleil@fa2.ch"
"https://www.heviva.ch/institutions/detail/ems/clairiere-cat-de-la-fondation-la.html","CLAIRIERE, CAT de la Fondation la","respcat@laclairiere.ch"
"https://www.heviva.ch/institutions/detail/ems/clairiere-cs-de-la-fondation-la.html","CLAIRIERE, CS de la Fondation la","info@laclairiere.ch"
"https://www.heviva.ch/institutions/detail/ems/clairiere-fondation-la.html","CLAIRIERE, FONDATION LA","info@laclairiere.ch"
"https://www.heviva.ch/institutions/detail/ems/clairiere-lp-de-la-fondation-la.html","CLAIRIERE, LP de la Fondation La","info@laclairiere.ch"
"https://www.heviva.ch/institutions/detail/ems/cle-des-champs-cs-de-lems.html","CLE DES CHAMPS, CS de l'EMS","info@bellesaison.ch"
"https://www.heviva.ch/institutions/detail/ems/clef-des-champs-cat-de-lems.html","CLEF DES CHAMPS, CAT de l'EMS","info@bellesaison.ch"
"https://www.heviva.ch/institutions/detail/ems/clef-des-champs-ems.html","CLEF DES CHAMPS, EMS","info@bellesaison.ch"
"https://www.heviva.ch/institutions/detail/ems/clemence-cat-de-la-fondation-la.html","CLEMENCE, CAT de la Fondation la","cat@fondation-clemence.ch"
"https://www.heviva.ch/institutions/detail/ems/clemence-cs-de-la-fondation.html","CLEMENCE, CS de la Fondation","fondation-clemence@fondation-clemence.ch"
"https://www.heviva.ch/institutions/detail/ems/clemence-fondation.html","CLEMENCE, FONDATION","clemence@fondation-clemence.ch"
"https://www.heviva.ch/institutions/detail/ems/clemence-lp-de-la-fondation.html","CLEMENCE, LP de la Fondation","fondation-clemence@fondation-clemence.ch"
"https://www.heviva.ch/institutions/detail/ems/clos-des-tzams-hnm.html","CLOS DES TZAMS, HNM","info@cogestems.ch"
"https://www.heviva.ch/institutions/detail/ems/colline-cat-de-lems-la.html","COLLINE, CAT de l'EMS La","info@emslacolline.org"
"https://www.heviva.ch/institutions/detail/ems/colline-ems-la.html","COLLINE, EMS LA","info@emslacolline.org"
"https://www.heviva.ch/institutions/detail/ems/rubis-colocation.html","COLOCATION RUBIS","rubis@fondation-saphir.ch"
"https://www.heviva.ch/institutions/detail/ems/topaze-colocation.html","COLOCATION TOPAZE","topaze@fondation-saphir.ch"
"https://www.heviva.ch/institutions/detail/ems/colombes-ems-les.html","COLOMBES, EMS LES","caffaro.direction@sispsa.ch"
"https://www.heviva.ch/institutions/detail/ems/colombiere-epsm-la.html","COLOMBIERE, EPSM LA","epsmcolombiere@fondation-saphir.ch"
"https://www.heviva.ch/institutions/detail/ems/commandant-baud-cat-de-lems.html","COMMANDANT BAUD, CAT de l'EMS","info@fondationbaud.ch"
"https://www.heviva.ch/institutions/detail/ems/commandant-baud-ems.html","COMMANDANT BAUD, EMS","info@fondationbaud.ch"
"https://www.heviva.ch/institutions/detail/ems/contesse-ems.html","CONTESSE, EMS","emscontesse@fondation-saphir.ch"
"https://www.heviva.ch/institutions/detail/ems/coteau-muraz-cat-de-lems.html","COTEAU-MURAZ, CAT de l'EMS","cat@ems-fbs.ch"
"https://www.heviva.ch/institutions/detail/ems/coteau-muraz-ems.html","COTEAU-MURAZ, EMS","direction@ems-fbs.ch"
"https://www.heviva.ch/institutions/detail/ems/cottier-boys-cs-de-lems.html","COTTIER BOYS, CS de l'EMS","info@cottier-boys.ch"
"https://www.heviva.ch/institutions/detail/ems/cottier-boys-ems.html","COTTIER BOYS, EMS","c.perrenoud@cottier-boys.ch"
"https://www.heviva.ch/institutions/detail/ems/diligence-cat-de-lems.html","DILIGENCE, CAT DE L'EMS","admin@la-diligence.ch"
"https://www.heviva.ch/institutions/detail/ems/donatella-mauri-cat-de-la-fondation.html","DONATELLA MAURI, CAT de la Fondation","animation@donatellamauri.ch"
"https://www.heviva.ch/institutions/detail/ems/donatella-mauri-fondation.html","DONATELLA MAURI, FONDATION","administration@donatellamauri.ch"
"https://www.heviva.ch/institutions/detail/ems/eikenott-lp-d.html","EIKENOTT, LP d'","greffe.municipal@gland.ch"
"https://www.heviva.ch/institutions/detail/ems/douvaz-ems-la.html","EMS LA DOUVAZ","emsdouvaz@fondation-saphir.ch"
"https://www.heviva.ch/institutions/detail/ems/escapade-l-ems.html","ESCAPADE L', EMS","sandrine.heuls@altage.ch"
"https://www.heviva.ch/institutions/detail/ems/etoile-du-matin-ems.html","ETOILE DU MATIN, EMS","admin@fcm63.ch"
"https://www.heviva.ch/institutions/detail/ems/faverge-cat-de-lems-la.html","FAVERGE, CAT de l'EMS La","secretariat-reception@emsfaverge.ch"
"https://www.heviva.ch/institutions/detail/ems/faverge-cs-de-lems-la.html","FAVERGE, CS de l'EMS la","secretariat-reception@emsfaverge.ch"
"https://www.heviva.ch/institutions/detail/ems/faverge-ems-la.html","FAVERGE, EMS LA","secretariat-reception@emsfaverge.ch"
"https://www.heviva.ch/institutions/detail/ems/faverge-lp.html","FAVERGE, LP","secretariat-reception@emsfaverge.ch"
"https://www.heviva.ch/institutions/detail/ems/flon-ems-le.html","FLON, EMS LE","leflon.info@fondationdurelais.ch"
"https://www.heviva.ch/institutions/detail/ems/halte-relais-cat-de-la-fondation-primeroche.html","FONDATION PRIMEROCHE, CAT DE LA HALTE-RELAIS","info@primeroche.ch"
"https://www.heviva.ch/institutions/detail/ems/grand-pre-cat-de-la-fondation-primeroche.html","FONDATION PRIMEROCHE, CAT LE GRAND PRE","info@primeroche.ch"
"https://www.heviva.ch/institutions/detail/ems/valentin-cat-de-la-fondation-primeroche.html","FONDATION PRIMEROCHE, CAT LE VALENTIN","info@primeroche.ch"
"https://www.heviva.ch/institutions/detail/ems/halte-relais-primeroche-cs.html","FONDATION PRIMEROCHE, CS DE LA HALTE-RELAIS","info@primeroche.ch"
"https://www.heviva.ch/institutions/detail/ems/grand-pre-ems-le.html","FONDATION PRIMEROCHE, EMS LE GRAND PRE","info@primeroche.ch"
"https://www.heviva.ch/institutions/detail/ems/lys-ems-les.html","FONDATION PRIMEROCHE, EMS LES LYS","info@primeroche.ch"
"https://www.heviva.ch/institutions/detail/ems/logements-supervises-renens-de-la-fondation-primeroche.html","FONDATION PRIMEROCHE, LOGEMENTS SUPERVISES DE RENENS","info@primeroche.ch"
"https://www.heviva.ch/institutions/detail/ems/prilly-lp-de-la-fondation-primeroche.html","FONDATION PRIMEROCHE, LP DE PRILLY","info@primeroche.ch"
"https://www.heviva.ch/institutions/detail/ems/grand-pre-lp-de-la-fondation-primeroche.html","FONDATION PRIMEROCHE, LP LE GRAND PRE","info@primeroche.ch"
"https://www.heviva.ch/institutions/detail/ems/fougeres-lp-de-la-residence-les.html","FOUGERES, LP de la Résidence Les","info@fondationsilo.ch"
"https://www.heviva.ch/institutions/detail/ems/gambetta-cs-de-lems.html","GAMBETTA, CS de l'EMS","info@emsgambetta.ch"
"https://www.heviva.ch/institutions/detail/ems/gambetta-ems.html","GAMBETTA, EMS","direction@emsgambetta.ch"
"https://www.heviva.ch/institutions/detail/ems/gambetta-lp-de-lems.html","GAMBETTA, LP de l'EMS","direction@emsgambetta.ch"
"https://www.heviva.ch/institutions/detail/ems/girarde-cat-de-la-residence-la.html","GIRARDE, CAT de la Résidence La","elisabeth.lenoir@fondationdurelais.ch"
"https://www.heviva.ch/institutions/detail/ems/girarde-residence-la.html","GIRARDE, RESIDENCE LA","girarde.info@fondationdurelais.ch"
"https://www.heviva.ch/institutions/detail/ems/haute-combe-cs-de-lems.html","HAUTE COMBE, CS de l'EMS","pre-pariset@pre-pariset.ch"
"https://www.heviva.ch/institutions/detail/ems/haute-combe-ems.html","HAUTE COMBE, EMS",""
"https://www.heviva.ch/institutions/detail/ems/hirondelles-ems-les.html","HIRONDELLES, EMS LES","admin@fcm63.ch"
"https://www.heviva.ch/institutions/detail/ems/home-les-pins-sa-site-le-home.html","HOME - LES PINS SA, SITE LE HOME","info@lehome-lespins.ch"
"https://www.heviva.ch/institutions/detail/ems/home-les-pins-sa-site-les-pins.html","HOME - LES PINS SA, SITE LES PINS","info@lehome-lespins.ch"
"https://www.heviva.ch/institutions/detail/ems/home-salem.html","HOME SALEM","home.salem@eben-hezer.ch"
"https://www.heviva.ch/institutions/detail/ems/home-salem-cat-intramuros-du.html","HOME SALEM, CAT intramuros du","cat.salem@eben-hezer.ch"
"https://www.heviva.ch/institutions/detail/ems/hopital-daubonne-division-lits-c.html","HOPITAL D'AUBONNE, DIVISION LITS C","aubadmin@ehc.vd.ch"
"https://www.heviva.ch/institutions/detail/ems/intermede-cat-de-la-fondation-de-lorme.html","INTERMEDE, CAT de la Fondation de l'Orme","ems@fdorme.ch"
"https://www.heviva.ch/institutions/detail/ems/jaques-et-charles-duc-epsm.html","JAQUES ET CHARLES DUC, EPSM","christine.semadeni@epsmduc.ch"
"https://www.heviva.ch/institutions/detail/ems/jardins-de-la-plaine-cat-de-lems-les.html","JARDINS DE LA PLAINE, CAT de l'EMS les","fabrizio.dallolio@altage.ch"
"https://www.heviva.ch/institutions/detail/ems/jardins-de-la-plaine-ems-les.html","JARDINS DE LA PLAINE, EMS LES","michele.gavillet@altage.ch"
"https://www.heviva.ch/institutions/detail/ems/jardins-de-la-plaine-lp-de-lems-les.html","JARDINS DE LA PLAINE, LP de l'EMS les","stella.follonier@altage.ch"
"https://www.heviva.ch/institutions/detail/ems/jardins-du-leman-ems-les.html","JARDINS DU LEMAN, EMS LES","emslesjardinsduleman@ghol.ch"
"https://www.heviva.ch/institutions/detail/ems/joli-bois-ems.html","JOLI BOIS, EMS","jbinfo@fondationlaprimerose.ch"
"https://www.heviva.ch/institutions/detail/ems/jura-ems-du.html","JURA, EMS DU","emsdujura@fondation-saphir.ch"
"https://www.heviva.ch/institutions/detail/ems/kanumera-cat.html","KANUMERA, CAT","kainfo@fondationlaprimerose.ch"
"https://www.heviva.ch/institutions/detail/ems/lentracte-cat.html","L'ENTRACTE, CAT","eninfo@fondationlaprimerose.ch"
"https://www.heviva.ch/institutions/detail/ems/thonney-pension.html","LA ROCHELLE ","kiny.mottier@altage.ch"
"https://www.heviva.ch/institutions/detail/ems/le-chene-ems.html","LE CHÊNE, EMS","info@bellesaison.ch"
"https://www.heviva.ch/institutions/detail/ems/leman-lp-de-la-residence.html","LEMAN, LP de la Résidence","contact@residence-du-leman.ch"
"https://www.heviva.ch/institutions/detail/ems/leman-residence-du.html","LEMAN, RESIDENCE DU","contact@residence-du-leman.ch"
"https://www.heviva.ch/institutions/detail/ems/lembaz-ems-la.html","LEMBAZ, EMS La","info@emslalembaz.ch"
"https://www.heviva.ch/institutions/detail/ems/apparts-lp-les.html","LES APPARTS","lesapparts@fondation-saphir.ch"
"https://www.heviva.ch/institutions/detail/ems/louis-boissonnet-ems.html","LOUIS BOISSONNET, EMS","boissonnet@boissonnet.ch"
"https://www.heviva.ch/institutions/detail/ems/maillefer-cat-de-la-fondation-bois-gentil.html","MAILLEFER, CAT de la Fondation Bois-Gentil","referent_CAT@fbg.ch"
"https://www.heviva.ch/institutions/detail/ems/maillefer-lp-de-la-fondation-bois-gentil.html","MAILLEFER, LP de la Fondation Bois-Gentil","ac.bonard@fbg.ch"
"https://www.heviva.ch/institutions/detail/ems/maillon-cs-de-lems-le.html","MAILLON, CS de l'EMS le","direction@ems-fbs.ch"
"https://www.heviva.ch/institutions/detail/ems/maillon-ems-le.html","MAILLON, EMS LE","direction@ems-fbs.ch"
"https://www.heviva.ch/institutions/detail/ems/bethel-maison-de.html","Maison Béthel","info@maison-bethel.ch"
"https://www.heviva.ch/institutions/detail/ems/maison-dorphee.html","MAISON D'ORPHEE","direction@lamaisondorphee.ch"
"https://www.heviva.ch/institutions/detail/ems/maison-du-pelerin.html","MAISON DU PELERIN","info@ems-pelerin.ch"
"https://www.heviva.ch/institutions/detail/ems/marc-aurele-fondation.html","MARC AURELE, FONDATION","secretariat@marcaurele.ch"
"https://www.heviva.ch/institutions/detail/ems/marc-aurele-cat-de-lems.html","MARC-AURELE, CAT de l'EMS","secretariat@marcaurele.ch"
"https://www.heviva.ch/institutions/detail/ems/marc-aurele-cs-de-lems.html","MARC-AURELE, CS de l'EMS","secretariat@marcaurele.ch"
"https://www.heviva.ch/institutions/detail/ems/marronnier-cat-de-lems-le.html","MARRONNIER, CAT de l'EMS Le","cat@ems-lemarronnier.ch"
"https://www.heviva.ch/institutions/detail/ems/marronnier-ems-le.html","MARRONNIER, EMS LE","info@ems-lemarronnier.ch"
"https://www.heviva.ch/institutions/detail/ems/maurice-bugnon-cs-de-lems.html","MAURICE BUGNON, CS de l'EMS","emsmauricebugnon@fondation-saphir.ch"
"https://www.heviva.ch/institutions/detail/ems/maurice-bugnon-ems.html","MAURICE BUGNON, EMS","emsmauricebugnon@fondation-saphir.ch"
"https://www.heviva.ch/institutions/detail/ems/meillerie-ems-la.html","MEILLERIE, EMS LA","info@meillerie.ch"
"https://www.heviva.ch/institutions/detail/ems/meridienne-cat-la.html","MERIDIENNE, CAT la","meinfo@fondationlaprimerose.ch"
"https://www.heviva.ch/institutions/detail/ems/meridienne-ems-la.html","MERIDIENNE, EMS LA","meinfo@fondationlaprimerose.ch"
"https://www.heviva.ch/institutions/detail/ems/midi-foyer-du.html","MIDI, FOYER DU","caffaro.direction@sispsa.ch"
"https://www.heviva.ch/institutions/detail/ems/mont-calme-fondation.html","MONT CALME, FONDATION","mont-calme@montcalme.ch"
"https://www.heviva.ch/institutions/detail/ems/mont-riant-ems.html","MONT RIANT, EMS","emsmontriant@fondation-saphir.ch"
"https://www.heviva.ch/institutions/detail/ems/montbrillant-ems.html","MONTBRILLANT, EMS","direction@ems-fbs.ch"
"https://www.heviva.ch/institutions/detail/ems/moulins-cat-des.html","MOULINS, CAT des","ajpsyger@eben-hezer.ch"
"https://www.heviva.ch/institutions/detail/ems/myosotis-epsm-les.html","MYOSOTIS, EPSM LES","myosotis@sefanet.ch"
"https://www.heviva.ch/institutions/detail/ems/nelty-de-beausobre-ems.html","NELTY DE BEAUSOBRE, EMS","emsnb@ehc.vd.ch"
"https://www.heviva.ch/institutions/detail/ems/noumea-cat.html","NOUMEA, CAT","cat.echallens@leschateaux.org"
"https://www.heviva.ch/institutions/detail/ems/oasis-ems-l.html","OASIS, EMS L'","oasis@ems-oasis.ch"
"https://www.heviva.ch/institutions/detail/ems/odmer-epsm.html","ODMER, EPSM","admin@fcm63.ch"
"https://www.heviva.ch/institutions/detail/ems/oiseaux-epsm-les.html","OISEAUX, EPSM LES","oiseaux@sispsa.ch"
"https://www.heviva.ch/institutions/detail/ems/oriel-fondation.html","ORIEL, FONDATION","info@oriel.ch"
"https://www.heviva.ch/institutions/detail/ems/orme-fondation.html","ORME, FONDATION","ems@fondationdelorme.ch"
"https://www.heviva.ch/institutions/detail/ems/ours-cat-de-lems-de-l.html","OURS, CAT de l'EMS de L'","claudine.siffert@cogestems.ch"
"https://www.heviva.ch/institutions/detail/ems/ours-ems-l.html","OURS, EMS L'","info@cogestems.ch"
"https://www.heviva.ch/institutions/detail/ems/paix-du-soir-cat-de-lems-la.html","PAIX DU SOIR, CAT de l'EMS La","claudia.rossetti@paixdusoir.ch"
"https://www.heviva.ch/institutions/detail/ems/paix-du-soir-ems-la.html","PAIX DU SOIR, EMS LA","info@paixdusoir.ch"
"https://www.heviva.ch/institutions/detail/ems/palmiers-cat-de-lems-le.html","PALMIERS, CAT de l'EMS Le","cat.palmiers@montcalme.ch"
"https://www.heviva.ch/institutions/detail/ems/panorama-cat-du-centre-du.html","PANORAMA, CAT du Centre du","panorama@fondationbeausejour.ch"
"https://www.heviva.ch/institutions/detail/ems/parc-de-beausobre-cat-de-lems-le.html","PARC DE BEAUSOBRE, CAT de l'EMS Le",""
"https://www.heviva.ch/institutions/detail/ems/parc-de-beausobre-ems.html","PARC DE BEAUSOBRE, EMS","emspb@ehc.vd.ch"
"https://www.heviva.ch/institutions/detail/ems/parc-de-valency-ems.html","PARC DE VALENCY, EMS","sandrine.heuls@altage.ch"
"https://www.heviva.ch/institutions/detail/ems/parc-de-valency-lp-de-la-residence.html","PARC DE VALENCY, LP de la Résidence","marianne.piguet@altage.ch"
"https://www.heviva.ch/institutions/detail/ems/pergolas-ems-les.html","PERGOLAS, EMS LES","admin@fcm63.ch"
"https://www.heviva.ch/institutions/detail/ems/phare-elim-ems.html","PHARE ELIM, EMS","ems@phare-elim.ch"
"https://www.heviva.ch/institutions/detail/ems/plein-sud-lp.html","PLEIN SUD, LP","info@residence-plein-sud.ch"
"https://www.heviva.ch/institutions/detail/ems/pommeraie-epsm-la.html","POMMERAIE, EPSM LA","info@cogestems.ch"
"https://www.heviva.ch/institutions/detail/ems/praz-joret-residence.html","PRAZ JORET, RESIDENCE","admin@praz-joret.ch"
"https://www.heviva.ch/institutions/detail/ems/praz-sechaud-i.html","PRAZ SECHAUD I","sandrine.heuls@altage.ch"
"https://www.heviva.ch/institutions/detail/ems/praz-sechaud-ii.html","PRAZ SECHAUD II","claude.paponnet@altage.ch"
"https://www.heviva.ch/institutions/detail/ems/pre-de-la-couronne-lp-des.html","PRE DE LA COURONNE, LP des","secretariat-reception@emsfaverge.ch"
"https://www.heviva.ch/institutions/detail/ems/pre-de-la-tour-cat-de-lems.html","PRE DE LA TOUR, CAT de l'EMS","dsuter@pre-pariset.ch"
"https://www.heviva.ch/institutions/detail/ems/pre-de-la-tour-ems.html","PRE DE LA TOUR, EMS","cmeierhans@pre-pariset.ch"
"https://www.heviva.ch/institutions/detail/ems/pre-fleuri-residence.html","PRE FLEURI, RESIDENCE","info@pre-fleuri.ch"
"https://www.heviva.ch/institutions/detail/ems/pre-pariset-ems.html","PRE PARISET, EMS",""
"https://www.heviva.ch/institutions/detail/ems/pre-carre-epsm-le.html","PRE-CARRE, EPSM LE","epsmprecarre@fondation-saphir.ch"
"https://www.heviva.ch/institutions/detail/ems/prerisa-fondation.html","PRERISA, FONDATION","info@prerisa.ch"
"https://www.heviva.ch/institutions/detail/ems/quatre-marronniers-cat-de-lems-les.html","QUATRE MARRONNIERS, CAT de l'EMS Les","cat@4marronniers.ch"
"https://www.heviva.ch/institutions/detail/ems/quatre-marronniers-cs-de-lems-les.html","QUATRE MARRONNIERS, CS de l'EMS Les","s.flückiger@ems4marronniers.ch"
"https://www.heviva.ch/institutions/detail/ems/quatre-marronniers-ems-les.html","QUATRE MARRONNIERS, EMS LES","info@4marronniers.ch"
"https://www.heviva.ch/institutions/detail/ems/quatre-saisons-ems-les.html","QUATRE SAISONS, EMS LES","info@bellesaison.ch"
"https://www.heviva.ch/institutions/detail/ems/recordon-ems.html","RECORDON, EMS","ems.recordon@fa2.ch"
"https://www.heviva.ch/institutions/detail/ems/repere-cat-le.html","REPERE, CAT Le","info@bellesaison.ch"
"https://www.heviva.ch/institutions/detail/ems/agate-residence.html","Résidence AGATE","residenceagate@fondation-saphir.ch"
"https://www.heviva.ch/institutions/detail/ems/residence-aigle.html","RESIDENCE AIGLE","aigle@ems-chablais.ch"
"https://www.heviva.ch/institutions/detail/ems/residence-aigle-cat-de-la.html","RESIDENCE AIGLE, CAT de la","aigcat@ems-chablais.ch"
"https://www.heviva.ch/institutions/detail/ems/residence-aigle-cs-de-la.html","RESIDENCE AIGLE, CS de la","aigadministration@ems-chablais.ch"
"https://www.heviva.ch/institutions/detail/ems/residence-diablerets.html","RESIDENCE DIABLERETS","diablerets@ems-chablais.ch"
"https://www.heviva.ch/institutions/detail/ems/residence-diablerets-cat-de-la.html","RESIDENCE DIABLERETS, CAT de la","diaadministration@ems-chablais.ch"
"https://www.heviva.ch/institutions/detail/ems/residence-diablerets-cs-de-la.html","RESIDENCE DIABLERETS, CS de la","diasecretariat@ems-chablais.ch"
"https://www.heviva.ch/institutions/detail/ems/residence-grande-fontaine.html","RESIDENCE GRANDE FONTAINE","bex@ems-chablais.ch"
"https://www.heviva.ch/institutions/detail/ems/residence-grande-fontaine-cat-de-la.html","RESIDENCE GRANDE FONTAINE, CAT de la","referentecat@ems-chablais.ch"
"https://www.heviva.ch/institutions/detail/ems/rosiers-cs-de-lems-les.html","ROSIERS, CS de l'EMS Les","directionsoins@lesrosiers.ch"
"https://www.heviva.ch/institutions/detail/ems/rosiers-ems-les.html","ROSIERS, EMS LES","info@lesrosiers.ch"
"https://www.heviva.ch/institutions/detail/ems/rotillon-epsm-le.html","ROTILLON, EPSM LE","info@lerotillon.ch"
"https://www.heviva.ch/institutions/detail/ems/roulotte-cat.html","ROULOTTE, CAT","admin@la-diligence.ch"
"https://www.heviva.ch/institutions/detail/ems/rozavere-fondation-la.html","ROZAVERE, FONDATION LA","info@rozavere.ch"
"https://www.heviva.ch/institutions/detail/ems/ruisseau-cat-de-prerisa.html","RUISSEAU, CAT de Prérisa","cat@prerisa.ch"
"https://www.heviva.ch/institutions/detail/ems/sans-souci-epsm.html","SANS SOUCI, EPSM","claude.paponnet@altage.ch"
"https://www.heviva.ch/institutions/detail/ems/signal-association-le.html","SIGNAL, ASSOCIATION LE","secretariat@ems-lesignal.ch"
"https://www.heviva.ch/institutions/detail/ems/silo-fondation.html","SILO, FONDATION","info@fondationsilo.ch"
"https://www.heviva.ch/institutions/detail/ems/soerensen-la-rosiere-ems-site-de-la-rosiere.html","SOERENSEN-LA ROSIERE, EMS - SITE DE LA ROSIERE","ems.soerensen-larosiere@chuv.ch"
"https://www.heviva.ch/institutions/detail/ems/soerensen-la-rosiere-ems-site-de-soerensen.html","SOERENSEN-LA ROSIERE, EMS - SITE DE SOERENSEN","ems.soerensen-larosiere@chuv.ch"
"https://www.heviva.ch/institutions/detail/ems/soleil-residence-le.html","SOLEIL, RESIDENCE LE","admin@fcm63.ch"
